"id","label","comment","subPropertyOf","equivalentProperty","subproperties","domainIncludes","rangeIncludes","inversOf","supersedes","supersededBy","isPartOf"
"http://schema.org/carbohydrateContent","carbohydrateContent","The number of grams of carbohydrates.","","","","http://schema.org/NutritionInformation","http://schema.org/Mass","","",""
"http://schema.org/cargoVolume","cargoVolume","The available volume for cargo or luggage. For automobiles, this is usually the trunk volume.</p>

<p>Typical unit code(s): LTR for liters, FTQ for cubic foot/feet</p>

<p>Note: You can use <a class=""localLink"" href=""http://schema.org/minValue"">minValue</a> and <a class=""localLink"" href=""http://schema.org/maxValue"">maxValue</a> to indicate ranges.","","","","http://schema.org/Vehicle","http://schema.org/QuantitativeValue","","",""
"http://schema.org/carrier","carrier","'carrier' is an out-dated term indicating the 'provider' for parcel delivery and flights.","","","","http://schema.org/Flight, http://schema.org/ParcelDelivery","http://schema.org/Organization","","","http://schema.org/provider"
"http://schema.org/carrierRequirements","carrierRequirements","Specifies specific carrier(s) requirements for the application (e.g. an application may only work on a specific carrier network).","","","","http://schema.org/MobileApplication","http://schema.org/Text","","",""
"http://schema.org/catalog","catalog","A data catalog which contains this dataset.","","","","http://schema.org/Dataset","http://schema.org/DataCatalog","","","http://schema.org/includedInDataCatalog"
"http://schema.org/catalogNumber","catalogNumber","The catalog number for the release.","","","","http://schema.org/MusicRelease","http://schema.org/Text","","",""
"http://schema.org/category","category","A category for the item. Greater signs or slashes can be used to informally indicate a category hierarchy.","","","","http://schema.org/Class, http://schema.org/Invoice, http://schema.org/Offer, http://schema.org/PhysicalActivity, http://schema.org/Product, http://schema.org/Property, http://schema.org/Service","http://schema.org/PhysicalActivityCategory, http://schema.org/Text, http://schema.org/Thing","","",""
"http://schema.org/ccRecipient","ccRecipient","A sub property of recipient. The recipient copied on a message.","http://schema.org/recipient","","","http://schema.org/Message","http://schema.org/ContactPoint, http://schema.org/Organization, http://schema.org/Person","","",""
"http://schema.org/character","character","Fictional person connected with a creative work.","","","","http://schema.org/CreativeWork","http://schema.org/Person","","",""
"http://schema.org/characterAttribute","characterAttribute","A piece of data that represents a particular aspect of a fictional character (skill, power, character points, advantage, disadvantage).","","","","http://schema.org/Game, http://schema.org/VideoGameSeries","http://schema.org/Thing","","",""
"http://schema.org/characterName","characterName","The name of a character played in some acting or performing role, i.e. in a PerformanceRole.","","","","http://schema.org/PerformanceRole","http://schema.org/Text","","",""
"http://schema.org/cheatCode","cheatCode","Cheat codes to the game.","","","","http://schema.org/VideoGame, http://schema.org/VideoGameSeries","http://schema.org/CreativeWork","","",""
"http://schema.org/checkinTime","checkinTime","The earliest someone may check into a lodging establishment.","","","","http://schema.org/LodgingBusiness, http://schema.org/LodgingReservation","http://schema.org/DateTime","","",""
"http://schema.org/checkoutTime","checkoutTime","The latest someone may check out of a lodging establishment.","","","","http://schema.org/LodgingBusiness, http://schema.org/LodgingReservation","http://schema.org/DateTime","","",""
"http://schema.org/childMaxAge","childMaxAge","Maximal age of the child.","","","","http://schema.org/ParentAudience","http://schema.org/Number","","",""
"http://schema.org/childMinAge","childMinAge","Minimal age of the child.","","","","http://schema.org/ParentAudience","http://schema.org/Number","","",""
"http://schema.org/children","children","A child of the person.","","","","http://schema.org/Person","http://schema.org/Person","","",""
"http://schema.org/cholesterolContent","cholesterolContent","The number of milligrams of cholesterol.","","","","http://schema.org/NutritionInformation","http://schema.org/Mass","","",""
"http://schema.org/circle","circle","A circle is the circular region of a specified radius centered at a specified latitude and longitude. A circle is expressed as a pair followed by a radius in meters.","","","","http://schema.org/GeoShape","http://schema.org/Text","","",""
"http://schema.org/citation","citation","A citation or reference to another creative work, such as another publication, web page, scholarly article, etc.","","","","http://schema.org/CreativeWork","http://schema.org/CreativeWork, http://schema.org/Text","","",""
"http://schema.org/claimReviewed","claimReviewed","A short summary of the specific claims reviewed in a ClaimReview.","","","","http://schema.org/ClaimReview","http://schema.org/Text","","",""
"http://schema.org/clipNumber","clipNumber","Position of the clip within an ordered group of clips.","http://schema.org/position","","","http://schema.org/Clip","http://schema.org/Integer, http://schema.org/Text","","",""
"http://schema.org/closes","closes","The closing hour of the place or service on the given day(s) of the week.","","","","http://schema.org/OpeningHoursSpecification","http://schema.org/Time","","",""
"http://schema.org/coach","coach","A person that acts in a coaching role for a sports team.","","","","http://schema.org/SportsTeam","http://schema.org/Person","","",""
"http://schema.org/codeRepository","codeRepository","Link to the repository where the un-compiled, human readable code and related code is located (SVN, github, CodePlex).","","","","http://schema.org/SoftwareSourceCode","http://schema.org/URL","","",""
"http://schema.org/codeSampleType","codeSampleType","What type of code sample: full (compile ready) solution, code snippet, inline code, scripts, template.","","","","http://schema.org/SoftwareSourceCode","http://schema.org/Text","","http://schema.org/sampleType",""
"http://schema.org/colleague","colleague","A colleague of the person.","","","","http://schema.org/Person","http://schema.org/Person, http://schema.org/URL","","http://schema.org/colleagues",""
"http://schema.org/colleagues","colleagues","A colleague of the person.","","","","http://schema.org/Person","http://schema.org/Person","","","http://schema.org/colleague"
"http://schema.org/collection","collection","A sub property of object. The collection target of the action.","http://schema.org/object","","","http://schema.org/UpdateAction","http://schema.org/Thing","","","http://schema.org/targetCollection"
"http://schema.org/color","color","The color of the product.","","","","http://schema.org/Product","http://schema.org/Text","","",""
"http://schema.org/comment","comment","Comments, typically from users.","","","","http://schema.org/CreativeWork, http://schema.org/RsvpAction","http://schema.org/Comment","","",""
"http://schema.org/commentCount","commentCount","The number of comments this CreativeWork (e.g. Article, Question or Answer) has received. This is most applicable to works published in Web sites with commenting system; additional comments may exist elsewhere.","","","","http://schema.org/CreativeWork","http://schema.org/Integer","","",""
"http://schema.org/commentText","commentText","The text of the UserComment.","","","","http://schema.org/UserComments","http://schema.org/Text","","",""
"http://schema.org/commentTime","commentTime","The time at which the UserComment was made.","","","","http://schema.org/UserComments","http://schema.org/Date, http://schema.org/DateTime","","",""
"http://schema.org/competitor","competitor","A competitor in a sports event.","","","http://schema.org/awayTeam, http://schema.org/homeTeam","http://schema.org/SportsEvent","http://schema.org/Person, http://schema.org/SportsTeam","","",""
"http://schema.org/composer","composer","The person or organization who wrote a composition, or who is the composer of a work performed at some event.","","","","http://schema.org/Event, http://schema.org/MusicComposition","http://schema.org/Organization, http://schema.org/Person","","",""
"http://schema.org/confirmationNumber","confirmationNumber","A number that confirms the given order or payment has been received.","http://schema.org/identifier","","","http://schema.org/Invoice, http://schema.org/Order","http://schema.org/Text","","",""
"http://schema.org/contactOption","contactOption","An option available on this contact point (e.g. a toll-free number or support for hearing-impaired callers).","","","","http://schema.org/ContactPoint","http://schema.org/ContactPointOption","","",""
